9,16,126,16,126,37,9,37,text
136,16,231,16,231,36,136,36,text
241,16,344,16,344,39,241,39,text
354,16,488,16,488,39,354,39,text
498,16,554,16,554,26,498,26,text
564,16,600,16,600,32,564,32,text
610,16,771,16,771,44,610,44,text
781,16,828,16,828,37,781,37,text
838,16,913,16,913,28,838,28,text
923,16,1071,16,1071,40,923,40,text
1081,16,1188,16,1188,39,1081,39,text
13,54,89,54,89,71,13,71,text
99,54,215,54,215,76,99,76,text
225,54,345,54,345,74,225,74,text
355,54,500,54,500,87,355,87,text
510,54,606,54,606,73,510,73,text
616,54,783,54,783,72,616,72,text
793,54,855,54,855,69,793,69,text
865,54,971,54,971,74,865,74,text
981,54,1047,54,1047,69,981,69,text
1057,54,1146,54,1146,73,1057,73,text
1156,54,1226,54,1226,73,1156,73,text
14,97,94,97,94,128,14,128,text
104,97,170,97,170,115,104,115,text
180,97,282,97,282,123,180,123,text
292,97,407,97,407,118,292,118,text
417,97,483,97,483,110,417,110,text
493,97,616,97,616,112,493,112,text
626,97,714,97,714,117,626,117,text
724,97,770,97,770,110,724,110,text
780,97,830,97,830,117,780,117,text
840,97,938,97,938,122,840,122,text
948,97,1005,97,1005,107,948,107,text
1015,97,1111,97,1111,117,1015,117,text
23,138,74,138,74,154,23,154,text
84,138,226,138,226,164,84,164,text
236,138,340,138,340,157,236,157,text
350,138,446,138,446,157,350,157,text
456,138,511,138,511,159,456,159,text
521,138,599,138,599,153,521,153,text
609,138,665,138,665,149,609,149,text
675,138,707,138,707,153,675,153,text
717,138,825,138,825,165,717,165,text
835,138,948,138,948,165,835,165,text
958,138,1034,138,1034,158,958,158,text
1044,138,1115,138,1115,155,1044,155,text
1125,138,1194,138,1194,165,1125,165,text
7,175,93,175,93,199,7,199,text
103,175,212,175,212,200,103,200,text
222,175,325,175,325,197,222,197,text
335,175,401,175,401,189,335,189,text
411,175,588,175,588,192,411,192,text
598,175,722,175,722,200,598,200,text
732,175,874,175,874,207,732,207,text
884,175,967,175,967,190,884,190,text
977,175,1094,175,1094,197,977,197,text
1104,175,1221,175,1221,196,1104,196,text
15,217,106,217,106,232,15,232,text
116,217,190,217,190,230,116,230,text
200,217,251,217,251,232,200,232,text
261,217,337,217,337,231,261,231,text
347,217,463,217,463,243,347,243,text
473,217,544,217,544,230,473,230,text
554,217,640,217,640,246,554,246,text
650,217,722,217,722,242,650,242,text
732,217,804,217,804,232,732,232,text
814,217,888,217,888,235,814,235,text
898,217,1008,217,1008,238,898,238,text
1018,217,1098,217,1098,236,1018,236,text
1108,217,1231,217,1231,244,1108,244,text
