23,22,96,22,96,38,23,38,text
106,22,173,22,173,33,106,33,text
183,22,235,22,235,43,183,43,text
245,22,357,22,357,45,245,45,text
367,22,593,22,593,52,367,52,text
603,22,649,22,649,34,603,34,text
659,22,703,22,703,37,659,37,text
713,22,747,22,747,39,713,39,text
757,22,812,22,812,33,757,33,text
822,22,936,22,936,42,822,42,text
946,22,1021,22,1021,35,946,35,text
1031,22,1090,22,1090,37,1031,37,text
1100,22,1225,22,1225,46,1100,46,text
1235,22,1260,22,1260,36,1235,36,text
21,62,82,62,82,75,21,75,text
92,62,230,62,230,87,92,87,text
240,62,361,62,361,85,240,85,text
371,62,426,62,426,80,371,80,text
436,62,488,62,488,71,436,71,text
498,62,617,62,617,88,498,88,text
627,62,690,62,690,74,627,74,text
700,62,767,62,767,80,700,80,text
777,62,1011,62,1011,86,777,86,text
1021,62,1095,62,1095,85,1021,85,text
1105,62,1210,62,1210,86,1105,86,text
7,98,56,98,56,116,7,116,text
66,98,190,98,190,120,66,120,text
200,98,256,98,256,112,200,112,text
266,98,360,98,360,112,266,112,text
370,98,479,98,479,126,370,126,text
489,98,575,98,575,115,489,115,text
585,98,724,98,724,125,585,125,text
734,98,820,98,820,114,734,114,text
830,98,935,98,935,120,830,120,text
945,98,1031,98,1031,114,945,114,text
1041,98,1163,98,1163,121,1041,121,text
1173,98,1244,98,1244,108,1173,108,text
15,136,82,136,82,158,15,158,text
92,136,150,136,150,156,92,156,text
160,136,242,136,242,152,160,152,text
252,136,345,136,345,156,252,156,text
355,136,404,136,404,155,355,155,text
414,136,490,136,490,152,414,152,text
500,136,620,136,620,162,500,162,text
630,136,720,136,720,158,630,158,text
730,136,838,136,838,155,730,155,text
848,136,914,136,914,148,848,148,text
924,136,1033,136,1033,162,924,162,text
1043,136,1167,136,1167,158,1043,158,text
9,175,68,175,68,186,9,186,text
78,175,192,175,192,200,78,200,text
202,175,244,175,244,186,202,186,text
254,175,314,175,314,196,254,196,text
324,175,438,175,438,196,324,196,text
448,175,534,175,534,193,448,193,text
544,175,628,175,628,192,544,192,text
638,175,713,175,713,194,638,194,text
723,175,817,175,817,192,723,192,text
827,175,933,175,933,196,827,196,text
943,175,1006,175,1006,198,943,198,text
1016,175,1126,175,1126,197,1016,197,text
1136,175,1240,175,1240,198,1136,198,text
17,210,71,210,71,222,17,222,text
81,210,185,210,185,230,81,230,text
195,210,279,210,279,230,195,230,text
289,210,358,210,358,225,289,225,text
368,210,444,210,444,224,368,224,text
454,210,501,210,501,225,454,225,text
511,210,562,210,562,226,511,226,text
572,210,697,210,697,227,572,227,text
707,210,849,210,849,236,707,236,text
859,210,979,210,979,235,859,235,text
989,210,1082,210,1082,237,989,237,text
1092,210,1211,210,1211,232,1092,232,text
17,247,61,247,61,267,17,267,text
71,247,125,247,125,259,71,259,text
135,247,217,247,217,263,135,263,text
227,247,293,247,293,257,227,257,text
303,247,357,247,357,266,303,266,text
367,247,499,247,499,273,367,273,text
509,247,605,247,605,271,509,271,text
615,247,683,247,683,266,615,266,text
693,247,759,247,759,259,693,259,text
769,247,872,247,872,267,769,267,text
882,247,906,247,906,262,882,262,text
916,247,1038,247,1038,271,916,271,text
1048,247,1121,247,1121,272,1048,272,text
1131,247,1148,247,1148,257,1131,257,text
11,283,73,283,73,297,11,297,text
83,283,156,283,156,302,83,302,text
166,283,293,283,293,310,166,310,text
303,283,387,283,387,308,303,308,text
397,283,515,283,515,308,397,308,text
525,283,647,283,647,307,525,307,text
657,283,704,283,704,296,657,296,text
714,283,834,283,834,308,714,308,text
844,283,944,283,944,309,844,309,text
954,283,1035,283,1035,296,954,296,text
1045,283,1144,283,1144,300,1045,300,text
1154,283,1230,283,1230,298,1154,298,text
16,320,79,320,79,335,16,335,text
89,320,129,320,129,334,89,334,text
139,320,221,320,221,343,139,343,text
231,320,386,320,386,348,231,348,text
396,320,459,320,459,331,396,331,text
469,320,545,320,545,338,469,338,text
555,320,583,320,583,331,555,331,text
593,320,645,320,645,335,593,335,text
655,320,785,320,785,347,655,347,text
795,320,816,320,816,331,795,331,text
826,320,930,320,930,350,826,350,text
940,320,1006,320,1006,333,940,333,text
1016,320,1078,320,1078,341,1016,341,text
