15,6,85,6,85,24,15,24,text
95,6,188,6,188,25,95,25,text
198,6,256,6,256,18,198,18,text
266,6,393,6,393,30,266,30,text
403,6,484,6,484,24,403,24,text
494,6,569,6,569,25,494,25,text
579,6,625,6,625,32,579,32,text
635,6,727,6,727,28,635,28,text
737,6,811,6,811,50,737,50,text
821,6,887,6,887,23,821,23,text
897,6,992,6,992,31,897,31,text
1002,6,1121,6,1121,22,1002,22,text
1131,6,1181,6,1181,17,1131,17,text
16,60,91,60,91,77,16,77,text
101,60,206,60,206,77,101,77,text
216,60,330,60,330,80,216,80,text
340,60,395,60,395,73,340,73,text
405,60,501,60,501,83,405,83,text
511,60,552,60,552,82,511,82,text
562,60,670,60,670,80,562,80,text
680,60,739,60,739,74,680,74,text
749,60,828,60,828,82,749,82,text
838,60,897,60,897,72,838,72,text
907,60,936,60,936,76,907,76,text
946,60,1004,60,1004,79,946,79,text
1014,60,1123,60,1123,82,1014,82,text
1133,60,1191,60,1191,81,1133,81,text
5,93,131,93,131,114,5,114,text
141,93,283,93,283,119,141,119,text
293,93,407,93,407,116,293,116,text
417,93,542,93,542,118,417,118,text
552,93,612,93,612,119,552,119,text
622,93,674,93,674,121,622,121,text
684,93,717,93,717,108,684,108,text
727,93,804,93,804,112,727,112,text
814,93,862,93,862,111,814,111,text
872,93,962,93,962,119,872,119,text
972,93,1029,93,1029,126,972,126,text
1039,93,1166,93,1166,124,1039,124,text
1176,93,1214,93,1214,107,1176,107,text
23,136,98,136,98,149,23,149,text
108,136,164,136,164,150,108,150,text
174,136,220,136,220,148,174,148,text
230,136,318,136,318,151,230,151,text
328,136,391,136,391,151,328,151,text
401,136,497,136,497,155,401,155,text
507,136,558,136,558,148,507,148,text
568,136,638,136,638,158,568,158,text
648,136,711,136,711,152,648,152,text
721,136,764,136,764,154,721,154,text
774,136,822,136,822,149,774,149,text
832,136,938,136,938,156,832,156,text
948,136,1080,136,1080,163,948,163,text
1090,136,1196,136,1196,155,1090,155,text
14,173,127,173,127,195,14,195,text
137,173,260,173,260,197,137,197,text
270,173,377,173,377,194,270,194,text
387,173,423,173,423,183,387,183,text
433,173,573,173,573,197,433,197,text
583,173,693,173,693,195,583,195,text
703,173,758,173,758,184,703,184,text
768,173,864,173,864,192,768,192,text
874,173,977,173,977,198,874,198,text
987,173,1042,173,1042,183,987,183,text
1052,173,1128,173,1128,188,1052,188,text
1138,173,1178,173,1178,197,1138,197,text
8,208,135,208,135,227,8,227,text
145,208,259,208,259,232,145,232,text
269,208,351,208,351,228,269,228,text
361,208,472,208,472,229,361,229,text
482,208,565,208,565,224,482,224,text
575,208,633,208,633,218,575,218,text
643,208,733,208,733,224,643,224,text
743,208,841,208,841,227,743,227,text
851,208,921,208,921,223,851,223,text
