10,13,78,13,78,27,10,27,text
88,13,208,13,208,35,88,35,text
218,13,351,13,351,40,218,40,text
361,13,500,13,500,33,361,33,text
510,13,626,13,626,33,510,33,text
636,13,692,13,692,33,636,33,text
702,13,891,13,891,42,702,42,text
901,13,1041,13,1041,38,901,38,text
1051,13,1107,13,1107,26,1051,26,text
5,52,117,52,117,70,5,70,text
127,52,182,52,182,61,127,61,text
192,52,276,52,276,76,192,76,text
286,52,356,52,356,65,286,65,text
366,52,440,52,440,67,366,67,text
450,52,574,52,574,78,450,78,text
584,52,686,52,686,77,584,77,text
696,52,817,52,817,76,696,76,text
827,52,926,52,926,77,827,77,text
936,52,1047,52,1047,72,936,72,text
1057,52,1145,52,1145,74,1057,74,text
1155,52,1213,52,1213,76,1155,76,text
23,88,79,88,79,100,23,100,text
89,88,182,88,182,109,89,109,text
192,88,286,88,286,106,192,106,text
296,88,437,88,437,112,296,112,text
447,88,562,88,562,115,447,115,text
572,88,651,88,651,108,572,108,text
661,88,776,88,776,114,661,114,text
786,88,993,88,993,115,786,115,text
1003,88,1136,88,1136,113,1003,113,text
1146,88,1228,88,1228,109,1146,109,text
18,125,72,125,72,140,18,140,text
82,125,128,125,128,140,82,140,text
138,125,192,125,192,138,138,138,text
202,125,300,125,300,143,202,143,text
310,125,427,125,427,146,310,146,text
437,125,551,125,551,148,437,148,text
561,125,657,125,657,145,561,145,text
667,125,752,125,752,146,667,146,text
762,125,858,125,858,143,762,143,text
868,125,932,125,932,151,868,151,text
942,125,1082,125,1082,153,942,153,text
1092,125,1155,125,1155,149,1092,149,text
12,163,73,163,73,180,12,180,text
83,163,144,163,144,175,83,175,text
154,163,229,163,229,179,154,179,text
239,163,344,163,344,188,239,188,text
354,163,476,163,476,186,354,186,text
486,163,550,163,550,176,486,176,text
560,163,625,163,625,181,560,181,text
635,163,719,163,719,184,635,184,text
729,163,784,163,784,177,729,177,text
794,163,982,163,982,189,794,189,text
992,163,1056,163,1056,186,992,186,text
1066,163,1173,163,1173,182,1066,182,text
1183,163,1259,163,1259,177,1183,177,text
23,199,102,199,102,217,23,217,text
112,199,235,199,235,228,112,228,text
245,199,385,199,385,222,245,222,text
395,199,510,199,510,221,395,221,text
520,199,640,199,640,221,520,221,text
650,199,717,199,717,218,650,218,text
727,199,800,199,800,223,727,223,text
810,199,834,199,834,212,810,212,text
844,199,919,199,919,221,844,221,text
929,199,1068,199,1068,223,929,223,text
1078,199,1140,199,1140,218,1078,218,text
1150,199,1236,199,1236,216,1150,216,text
20,238,95,238,95,252,20,252,text
105,238,205,238,205,254,105,254,text
215,238,291,238,291,252,215,252,text
301,238,443,238,443,264,301,264,text
453,238,542,238,542,261,453,261,text
552,238,607,238,607,254,552,254,text
617,238,677,238,677,259,617,259,text
687,238,804,238,804,263,687,263,text
814,238,933,238,933,263,814,263,text
943,238,1030,238,1030,257,943,257,text
1040,238,1126,238,1126,253,1040,253,text
20,274,134,274,134,295,20,295,text
144,274,196,274,196,291,144,291,text
206,274,257,274,257,299,206,299,text
267,274,332,274,332,295,267,295,text
342,274,466,274,466,295,342,295,text
476,274,586,274,586,293,476,293,text
596,274,652,274,652,287,596,287,text
662,274,782,274,782,298,662,298,text
792,274,887,274,887,291,792,291,text
897,274,990,274,990,295,897,295,text
1000,274,1095,274,1095,291,1000,291,text
1105,274,1215,274,1215,298,1105,298,text
9,309,123,309,123,332,9,332,text
133,309,222,309,222,325,133,325,text
232,309,351,309,351,330,232,330,text
361,309,433,309,433,327,361,327,text
443,309,539,309,539,328,443,328,text
549,309,595,309,595,321,549,321,text
605,309,691,309,691,328,605,328,text
701,309,815,309,815,332,701,332,text
825,309,946,309,946,332,825,332,text
956,309,1022,309,1022,327,956,327,text
1032,309,1128,309,1128,326,1032,326,text
1138,309,1223,309,1223,328,1138,328,text
21,342,141,342,141,367,21,367,text
151,342,212,342,212,356,151,356,text
222,342,326,342,326,368,222,368,text
336,342,420,342,420,357,336,357,text
430,342,542,342,542,365,430,365,text
552,342,637,342,637,367,552,367,text
647,342,679,342,679,358,647,358,text
689,342,760,342,760,362,689,362,text
770,342,846,342,846,357,770,357,text
856,342,917,342,917,373,856,373,text
927,342,1028,342,1028,360,927,360,text
1038,342,1163,342,1163,368,1038,368,text
16,383,98,383,98,412,16,412,text
108,383,197,383,197,401,108,401,text
207,383,319,383,319,400,207,400,text
329,383,413,383,413,399,329,399,text
423,383,515,383,515,404,423,404,text
525,383,591,383,591,405,525,405,text
601,383,652,383,652,397,601,397,text
662,383,748,383,748,399,662,399,text
758,383,870,383,870,404,758,404,text
880,383,1010,383,1010,409,880,409,text
1020,383,1147,383,1147,406,1020,406,text
1157,383,1233,383,1233,398,1157,398,text
11,422,74,422,74,442,11,442,text
84,422,148,422,148,439,84,439,text
158,422,258,422,258,448,158,448,text
268,422,339,422,339,434,268,434,text
349,422,452,422,452,442,349,442,text
462,422,521,422,521,435,462,435,text
531,422,576,422,576,434,531,434,text
586,422,674,422,674,452,586,452,text
684,422,762,422,762,437,684,437,text
772,422,882,422,882,444,772,444,text
892,422,926,422,926,433,892,433,text
936,422,1068,422,1068,449,936,449,text
1078,422,1163,422,1163,446,1078,446,text
