22,7,65,7,65,18,22,18,text
75,7,158,7,158,23,75,23,text
168,7,287,7,287,29,168,29,text
297,7,394,7,394,30,297,30,text
404,7,526,7,526,28,404,28,text
536,7,640,7,640,26,536,26,text
650,7,761,7,761,28,650,28,text
771,7,829,7,829,30,771,30,text
839,7,964,7,964,30,839,30,text
5,40,121,40,121,62,5,62,text
131,40,168,40,168,52,131,52,text
178,40,256,40,256,54,178,54,text
266,40,359,40,359,67,266,67,text
369,40,461,40,461,60,369,60,text
471,40,553,40,553,59,471,59,text
563,40,689,40,689,64,563,64,text
699,40,743,40,743,59,699,59,text
753,40,834,40,834,60,753,60,text
844,40,902,40,902,52,844,52,text
14,79,101,79,101,103,14,103,text
111,79,197,79,197,95,111,95,text
207,79,237,79,237,90,207,90,text
247,79,329,79,329,96,247,96,text
339,79,441,79,441,105,339,105,text
451,79,569,79,569,100,451,100,text
579,79,648,79,648,99,579,99,text
658,79,744,79,744,95,658,95,text
754,79,850,79,850,104,754,104,text
860,79,909,79,909,97,860,97,text
23,115,107,115,107,136,23,136,text
117,115,234,115,234,138,117,138,text
244,115,374,115,374,142,244,142,text
384,115,412,115,412,128,384,128,text
422,115,478,115,478,128,422,128,text
488,115,576,115,576,146,488,146,text
586,115,779,115,779,145,586,145,text
789,115,849,115,849,129,789,129,text
9,156,78,156,78,176,9,176,text
88,156,136,156,136,170,88,170,text
146,156,240,156,240,176,146,176,text
250,156,349,156,349,177,250,177,text
359,156,448,156,448,176,359,176,text
458,156,582,156,582,176,458,176,text
592,156,618,156,618,166,592,166,text
628,156,700,156,700,172,628,172,text
710,156,786,156,786,175,710,175,text
796,156,898,156,898,176,796,176,text
24,188,61,188,61,200,24,200,text
71,188,137,188,137,209,71,209,text
147,188,249,188,249,210,147,210,text
259,188,277,188,277,200,259,200,text
287,188,368,188,368,202,287,202,text
378,188,464,188,464,203,378,203,text
474,188,575,188,575,205,474,205,text
585,188,701,188,701,210,585,210,text
711,188,787,188,787,203,711,203,text
797,188,861,188,861,201,797,201,text
871,188,937,188,937,202,871,202,text
12,221,123,221,123,234,12,234,text
133,221,219,221,219,241,133,241,text
229,221,306,221,306,241,229,241,text
316,221,403,221,403,240,316,240,text
413,221,463,221,463,238,413,238,text
473,221,524,221,524,232,473,232,text
534,221,589,221,589,248,534,248,text
599,221,695,221,695,239,599,239,text
705,221,747,221,747,231,705,231,text
757,221,844,221,844,247,757,247,text
854,221,921,221,921,236,854,236,text
13,258,137,258,137,282,13,282,text
147,258,195,258,195,272,147,272,text
205,258,281,258,281,277,205,277,text
291,258,406,258,406,277,291,277,text
416,258,500,258,500,275,416,275,text
510,258,653,258,653,285,510,285,text
663,258,706,258,706,269,663,269,text
716,258,783,258,783,272,716,272,text
793,258,886,258,886,281,793,281,text
16,295,77,295,77,307,16,307,text
87,295,176,295,176,315,87,315,text
186,295,290,295,290,315,186,315,text
300,295,408,295,408,318,300,318,text
418,295,538,295,538,319,418,319,text
548,295,586,295,586,310,548,310,text
596,295,681,295,681,319,596,319,text
691,295,827,295,827,321,691,321,text
837,295,935,295,935,314,837,314,text
24,331,156,331,156,358,24,358,text
166,331,210,331,210,344,166,344,text
220,331,266,331,266,343,220,343,text
276,331,389,331,389,351,276,351,text
399,331,482,331,482,345,399,345,text
492,331,621,331,621,354,492,354,text
631,331,753,331,753,355,631,355,text
763,331,807,331,807,348,763,348,text
817,331,884,331,884,349,817,349,text
14,368,104,368,104,387,14,387,text
114,368,207,368,207,398,114,398,text
217,368,281,368,281,384,217,384,text
291,368,366,368,366,386,291,386,text
376,368,450,368,450,386,376,386,text
460,368,594,368,594,391,460,391,text
604,368,646,368,646,390,604,390,text
656,368,736,368,736,385,656,385,text
746,368,824,368,824,383,746,383,text
834,368,969,368,969,394,834,394,text
22,408,118,408,118,424,22,424,text
128,408,178,408,178,426,128,426,text
188,408,228,408,228,424,188,424,text
238,408,344,408,344,428,238,428,text
354,408,482,408,482,438,354,438,text
492,408,639,408,639,432,492,432,text
649,408,791,408,791,432,649,432,text
801,408,906,408,906,427,801,427,text
916,408,972,408,972,421,916,421,text
24,448,90,448,90,460,24,460,text
100,448,189,448,189,464,100,464,text
199,448,292,448,292,466,199,466,text
302,448,363,448,363,462,302,462,text
373,448,512,448,512,477,373,477,text
522,448,625,448,625,468,522,468,text
635,448,754,448,754,477,635,477,text
764,448,792,448,792,460,764,460,text
802,448,872,448,872,471,802,471,text
18,487,92,487,92,503,18,503,text
102,487,218,487,218,509,102,509,text
228,487,330,487,330,509,228,509,text
340,487,414,487,414,507,340,507,text
424,487,480,487,480,498,424,498,text
490,487,586,487,586,506,490,506,text
596,487,738,487,738,513,596,513,text
748,487,822,487,822,503,748,503,text
832,487,875,487,875,499,832,499,text
