16,9,122,9,122,27,16,27,text
132,9,178,9,178,24,132,24,text
188,9,272,9,272,27,188,27,text
282,9,342,9,342,24,282,24,text
352,9,449,9,449,27,352,27,text
459,9,543,9,543,26,459,26,text
553,9,671,9,671,25,553,25,text
681,9,757,9,757,24,681,24,text
767,9,816,9,816,22,767,22,text
826,9,931,9,931,32,826,32,text
6,42,57,42,57,52,6,52,text
67,42,131,42,131,54,67,54,text
141,42,229,42,229,63,141,63,text
239,42,326,42,326,60,239,60,text
336,42,408,42,408,71,336,71,text
418,42,449,42,449,60,418,60,text
459,42,564,42,564,67,459,67,text
574,42,664,42,664,61,574,61,text
674,42,745,42,745,63,674,63,text
755,42,857,42,857,68,755,68,text
9,81,82,81,82,102,9,102,text
92,81,220,81,220,104,92,104,text
230,81,336,81,336,113,230,113,text
346,81,391,81,391,96,346,96,text
401,81,506,81,506,99,401,99,text
516,81,574,81,574,101,516,101,text
584,81,686,81,686,106,584,106,text
696,81,795,81,795,103,696,103,text
805,81,875,81,875,105,805,105,text
885,81,969,81,969,96,885,96,text
16,123,116,123,116,144,16,144,text
126,123,205,123,205,134,126,134,text
215,123,291,123,291,138,215,138,text
301,123,426,123,426,145,301,145,text
436,123,547,123,547,141,436,141,text
557,123,614,123,614,136,557,136,text
624,123,666,123,666,147,624,147,text
676,123,768,123,768,142,676,142,text
778,123,836,123,836,134,778,134,text
846,123,966,123,966,150,846,150,text
12,160,116,160,116,187,12,187,text
126,160,228,160,228,181,126,181,text
238,160,286,160,286,173,238,173,text
296,160,388,160,388,182,296,182,text
398,160,454,160,454,172,398,172,text
464,160,530,160,530,175,464,175,text
540,160,616,160,616,177,540,177,text
626,160,728,160,728,178,626,178,text
738,160,797,160,797,186,738,186,text
807,160,886,160,886,175,807,175,text
5,197,109,197,109,224,5,224,text
119,197,204,197,204,215,119,215,text
214,197,297,197,297,227,214,227,text
307,197,379,197,379,217,307,217,text
389,197,548,197,548,222,389,222,text
558,197,664,197,664,215,558,215,text
674,197,778,197,778,217,674,217,text
788,197,864,197,864,211,788,211,text
874,197,978,197,978,219,874,219,text
17,237,109,237,109,259,17,259,text
119,237,143,237,143,248,119,248,text
153,237,277,237,277,262,153,262,text
287,237,452,237,452,263,287,263,text
462,237,512,237,512,255,462,255,text
522,237,642,237,642,263,522,263,text
652,237,727,237,727,253,652,253,text
737,237,796,237,796,256,737,256,text
806,237,928,237,928,261,806,261,text
12,273,114,273,114,298,12,298,text
124,273,181,273,181,288,124,288,text
191,273,314,273,314,289,191,289,text
324,273,382,273,382,286,324,286,text
392,273,497,273,497,299,392,299,text
507,273,583,273,583,295,507,295,text
593,273,651,273,651,284,593,284,text
661,273,773,273,773,297,661,297,text
783,273,871,273,871,297,783,297,text
881,273,975,273,975,292,881,292,text
9,309,83,309,83,328,9,328,text
93,309,210,309,210,332,93,332,text
220,309,303,309,303,329,220,329,text
313,309,352,309,352,321,313,321,text
362,309,470,309,470,324,362,324,text
480,309,533,309,533,329,480,329,text
543,309,613,309,613,323,543,323,text
623,309,666,309,666,321,623,321,text
676,309,752,309,752,325,676,325,text
762,309,834,309,834,322,762,322,text
844,309,923,309,923,328,844,328,text
933,309,977,309,977,326,933,326,text
15,342,107,342,107,362,15,362,text
117,342,244,342,244,369,117,369,text
254,342,329,342,329,366,254,366,text
339,342,459,342,459,368,339,368,text
469,342,550,342,550,367,469,367,text
560,342,657,342,657,357,560,357,text
667,342,723,342,723,355,667,355,text
733,342,794,342,794,364,733,364,text
804,342,905,342,905,359,804,359,text
915,342,971,342,971,354,915,354,text
14,379,70,379,70,389,14,389,text
80,379,186,379,186,398,80,398,text
196,379,270,379,270,391,196,391,text
280,379,335,379,335,390,280,390,text
345,379,439,379,439,398,345,398,text
449,379,581,379,581,405,449,405,text
591,379,667,379,667,396,591,396,text
677,379,759,379,759,396,677,396,text
769,379,836,379,836,395,769,395,text
846,379,910,379,910,399,846,399,text
14,415,71,415,71,428,14,428,text
81,415,157,415,157,436,81,436,text
167,415,225,415,225,431,167,431,text
235,415,340,415,340,438,235,438,text
350,415,474,415,474,438,350,438,text
484,415,559,415,559,431,484,431,text
569,415,681,415,681,439,569,439,text
691,415,813,415,813,442,691,442,text
823,415,911,415,911,428,823,428,text
13,452,142,452,142,474,13,474,text
152,452,229,452,229,474,152,474,text
239,452,340,452,340,469,239,469,text
350,452,410,452,410,475,350,475,text
420,452,560,452,560,476,420,476,text
570,452,665,452,665,473,570,473,text
675,452,764,452,764,475,675,475,text
774,452,841,452,841,466,774,466,text
851,452,915,452,915,470,851,470,text
12,486,88,486,88,500,12,500,text
98,486,151,486,151,498,98,498,text
161,486,262,486,262,507,161,507,text
272,486,339,486,339,512,272,512,text
349,486,452,486,452,507,349,507,text
462,486,520,486,520,496,462,496,text
530,486,596,486,596,499,530,499,text
606,486,700,486,700,505,606,505,text
710,486,766,486,766,498,710,498,text
776,486,871,486,871,512,776,512,text
881,486,939,486,939,499,881,499,text
20,522,69,522,69,537,20,537,text
79,522,197,522,197,547,79,547,text
207,522,293,522,293,540,207,540,text
303,522,415,522,415,544,303,544,text
425,522,522,522,522,541,425,541,text
532,522,563,522,563,538,532,538,text
573,522,682,522,682,549,573,549,text
